radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
172.559837,0.47,9.175824,0.494,16.586,0.071,4,17.483,0.122,4,NA,NA,0,16.951,0.047,4,16.294,0.024,4,16.132,0.139,4,NA,NA,0,NA,NA,0
172.560397,0.683,9.137258,1.069,15.917,0.013,3,17.204,0.038,3,NA,NA,0,16.603,0.051,4,15.36,0.064,4,14.843,0.101,4,NA,NA,0,NA,NA,0
172.565747,0.476,9.351154,0.18,NA,NA,0,NA,NA,0,NA,NA,0,18.627,0.174,2,17.302,0.16,2,16.487,0.247,1,NA,NA,0,NA,NA,0
172.567041,0.634,9.381922,0.49,17.572,0.105,3,18.094,0.129,3,NA,NA,0,17.548,0.004,3,17.131,0.132,3,NA,NA,0,NA,NA,0,NA,NA,0
172.577877,0.217,9.300432,0.174,15.508,0.026,4,16.18,0.089,4,NA,NA,0,15.778,0.03,4,15.309,0.056,4,15.15,0.051,4,NA,NA,0,NA,NA,0
172.58466,0.735,9.124305,0.498,NA,NA,0,10.085,0.001,1,NA,NA,0,10.04,0.001,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
172.585839,0.457,9.258882,0.545,NA,NA,0,NA,NA,0,NA,NA,0,17.677,0.103,4,16.588,0.102,4,16.268,0.105,4,NA,NA,0,NA,NA,0
172.588667,0.394,9.407923,0.43,14.122,0.023,4,15.179,0.061,4,NA,NA,0,14.605,0.034,4,13.804,0.031,4,13.472,0.052,4,13.326,0.426,3,NA,NA,0
172.590871,0.283,9.173069,0.341,16.003,0.092,4,17.027,0.075,4,NA,NA,0,16.432,0.031,4,15.68,0.063,4,15.447,0.046,4,NA,NA,0,NA,NA,0
172.597539,0.284,9.270625,0.226,15.726,0.043,4,16.563,0.084,4,NA,NA,0,16.105,0.069,4,15.512,0.07,4,15.225,0.093,4,NA,NA,0,NA,NA,0
172.604273,0.515,9.297824,0.427,NA,NA,0,NA,NA,0,NA,NA,0,18.148,0.168,3,16.759,0.062,3,16.001,0.062,3,NA,NA,0,NA,NA,0
172.604547,0.327,9.108685,0.097,8.127,0.002,2,8.606,0.146,2,NA,NA,0,8.604,0.002,1,7.989,0.002,1,7.996,0.003,1,8.064,0.072,2,NA,NA,0
172.619023,0.283,9.189204,0.373,16.594,0.044,4,17.396,0.149,4,NA,NA,0,17.01,0.029,4,16.336,0.073,4,15.987,0.214,4,NA,NA,0,NA,NA,0
172.620036,0.445,9.136559,0.231,16.263,0.074,4,17.192,0.118,4,NA,NA,0,16.743,0.116,4,16.164,0.072,4,16.075,0.048,4,NA,NA,0,NA,NA,0
172.630575,0.338,9.336859,0.178,10.238,0.022,6,11.274,0.075,4,NA,NA,0,10.708,0.044,5,9.888,0.022,2,9.663,0.023,2,9.626,0.104,2,NA,NA,0
172.632344,0.366,9.27515,0.402,14.305,0.009,4,15.051,0.064,4,NA,NA,0,14.631,0.04,4,14.099,0.03,4,13.902,0.049,4,13.837,0.223,1,NA,NA,0
172.643199,0.363,9.272877,0.299,13.369,0.049,4,14.147,0.071,4,NA,NA,0,13.703,0.031,4,13.173,0.056,4,12.963,0.096,4,12.996,0.105,1,NA,NA,0
172.650847,0.58,9.322624,0.468,17.182,0.155,1,18.261,0.269,1,NA,NA,0,17.721,0.035,3,16.89,0.085,3,16.397,0.103,3,NA,NA,0,NA,NA,0
